AppName,word,count,total_tokens,tf,df_platforms,idf,tfidf
Amazon shopping,altered,7,778915,8.986859926949667e-06,4,1.0,8.986859926949667e-06
Amazon shopping,alternate,17,778915,2.1825231251163477e-05,4,1.0,2.1825231251163477e-05
Amazon shopping,alternative,119,778915,0.00015277661875814433,4,1.0,0.00015277661875814433
Amazon shopping,although,250,778915,0.00032095928310534527,4,1.0,0.00032095928310534527
Amazon shopping,altogether,65,778915,8.344941360738977e-05,4,1.0,8.344941360738977e-05
Amazon shopping,alway,23,778915,2.9528254045691763e-05,4,1.0,2.9528254045691763e-05
Amazon shopping,ama,14,778915,1.7973719853899334e-05,4,1.0,1.7973719853899334e-05
Amazon shopping,amateur,11,778915,1.4122208456635191e-05,4,1.0,1.4122208456635191e-05
Amazon shopping,amaze,10,778915,1.283837132421381e-05,4,1.0,1.283837132421381e-05
Amazon shopping,amazed,36,778915,4.6218136767169716e-05,4,1.0,4.6218136767169716e-05
Amazon shopping,amazin,21,778915,2.6960579780849e-05,2,1.5108256237659907,4.073273476449395e-05
Amazon shopping,amazingly,25,778915,3.2095928310534525e-05,4,1.0,3.2095928310534525e-05
